row_index,host_time_s,elapsed_s,frame_number,vicon_time_s,x_m,y_m,z_m,vx_mps,valid,occluded
346,1784097312.461835861,1.154512644,20648704,68829.013333333,0.565640374,-0.074237435,1.330570284,-1.741224580,1,0
347,1784097312.465214252,1.157891035,20648705,68829.016666667,0.559675597,-0.073458173,1.330351420,-1.789432941,1,0
348,1784097312.468469858,1.161146641,20648706,68829.020000000,0.553850420,-0.072576479,1.329950427,-1.747553014,1,0
349,1784097312.472120762,1.164797544,20648707,68829.023333333,0.548310443,-0.071669983,1.329338440,-1.661993243,1,0
350,1784097312.475466967,1.168143749,20648708,68829.026666667,0.542617028,-0.071007405,1.328734772,-1.708024574,1,0
351,1784097312.478580475,1.171257257,20648709,68829.030000000,0.536656480,-0.070526540,1.328331144,-1.788164478,1,0
352,1784097312.481826544,1.174503326,20648710,68829.033333333,0.530790540,-0.069889575,1.327564705,-1.759781994,1,0
353,1784097312.485128403,1.177805185,20648711,68829.036666667,0.524927737,-0.069135989,1.326325850,-1.758840889,1,0
354,1784097312.489014626,1.181691408,20648712,68829.040000000,0.519210897,-0.068378491,1.324906408,-1.715052022,1,0
355,1784097312.492197990,1.184874773,20648713,68829.043333333,0.513514081,-0.067794592,1.323508464,-1.709044621,1,0
356,1784097312.495316982,1.187993765,20648714,68829.046666667,0.507659445,-0.067239181,1.322153586,-1.756390694,1,0
357,1784097312.498425961,1.191102743,20648715,68829.050000000,0.502214555,-0.066540998,1.320295832,-1.633467008,1,0
358,1784097312.501903057,1.194579840,20648716,68829.053333333,0.497002566,-0.065723945,1.318332510,-1.563596901,1,0
359,1784097312.505488396,1.198165178,20648717,68829.056666667,0.491733313,-0.064815126,1.316437721,-1.580775924,1,0
360,1784097312.508775234,1.201452017,20648718,68829.060000000,0.486347293,-0.063926799,1.314579730,-1.615805947,1,0
361,1784097312.511954784,1.204631567,20648719,68829.063333333,0.480930264,-0.063023613,1.312590054,-1.625108740,1,0
362,1784097312.515183210,1.207859993,20648720,68829.066666667,0.475457799,-0.062252110,1.310737839,-1.641739451,1,0
363,1784097312.518488407,1.211165190,20648721,68829.070000000,0.469895760,-0.061572805,1.308993893,-1.668611653,1,0
364,1784097312.522123098,1.214799881,20648722,68829.073333333,0.464247437,-0.061167857,1.307045681,-1.694496762,1,0
365,1784097312.525558710,1.218235493,20648723,68829.076666667,0.458755034,-0.060725308,1.304599342,-1.647721124,1,0
366,1784097312.528578758,1.221255541,20648724,68829.080000000,0.453153114,-0.060274722,1.302389086,-1.680575891,1,0
367,1784097312.531961441,1.224638224,20648725,68829.083333333,0.447446990,-0.059640982,1.300115124,-1.711837090,1,0
368,1784097312.535347462,1.228024244,20648726,68829.086666667,0.441902434,-0.058846344,1.297417158,-1.663366797,1,0
369,1784097312.539083004,1.231759787,20648727,68829.090000000,0.436250801,-0.058040385,1.294576470,-1.695490085,1,0
370,1784097312.542212009,1.234888792,20648728,68829.093333333,0.430423815,-0.057312769,1.291828823,-1.748095859,1,0
371,1784097312.545353651,1.238030434,20648729,68829.096666667,0.424708374,-0.056394892,1.288915822,-1.714632147,1,0
372,1784097312.548528910,1.241205692,20648730,68829.100000000,0.419291530,-0.055494417,1.285758451,-1.625053150,1,0
373,1784097312.551944733,1.244621515,20648731,68829.103333333,0.413827289,-0.054800878,1.282626706,-1.639272309,1,0
374,1784097312.555465221,1.248142004,20648732,68829.106666667,0.408039362,-0.054332361,1.279622696,-1.736378159,1,0
375,1784097312.558851242,1.251528025,20648733,68829.110000000,0.402272235,-0.053750885,1.276419785,-1.730138255,1,0
376,1784097312.562031984,1.254708767,20648734,68829.113333333,0.396613794,-0.052989345,1.272680069,-1.697532108,1,0
377,1784097312.565306902,1.257983685,20648735,68829.116666667,0.390992725,-0.052228332,1.268836943,-1.686320727,1,0
378,1784097312.568578005,1.261254787,20648736,68829.120000000,0.385450872,-0.051609280,1.264932438,-1.662556012,1,0
379,1784097312.572115898,1.264792681,20648737,68829.123333333,0.379718591,-0.051086445,1.261039478,-1.719684291,1,0
380,1784097312.575579882,1.268256664,20648738,68829.126666667,0.374386174,-0.050383669,1.256649679,-1.599725020,1,0
381,1784097312.578767061,1.271443844,20648739,68829.130000000,0.369241251,-0.049615177,1.252212190,-1.543476777,1,0
382,1784097312.581977606,1.274654388,20648740,68829.133333333,0.364104235,-0.048768264,1.247846618,-1.541104902,1,0
383,1784097312.585282087,1.277958870,20648741,68829.136666667,0.358874355,-0.047905788,1.243485546,-1.568963977,1,0
384,1784097312.589020252,1.281697035,20648742,68829.140000000,0.353654795,-0.047004025,1.239016581,-1.565868018,1,0
385,1784097312.592156172,1.284832954,20648743,68829.143333333,0.348403970,-0.046126346,1.234494232,-1.575247430,1,0
386,1784097312.595439672,1.288116455,20648744,68829.146666667,0.343037834,-0.045414730,1.230169448,-1.609840922,1,0
387,1784097312.598565817,1.291242599,20648745,68829.150000000,0.337585603,-0.045065053,1.225897901,-1.635669363,1,0
388,1784097312.601973295,1.294650078,20648746,68829.153333333,0.332230172,-0.044678952,1.221128406,-1.606629144,1,0
389,1784097312.605427742,1.298104525,20648747,68829.156666667,0.326885664,-0.044207442,1.216287033,-1.603352539,1,0
390,1784097312.608937979,1.301614761,20648748,68829.160000000,0.321442379,-0.043591306,1.211604117,-1.632985440,1,0
391,1784097312.612244844,1.304921627,20648749,68829.163333333,0.316077602,-0.042788837,1.206444221,-1.609433083,1,0
392,1784097312.615146160,1.307822943,20648750,68829.166666667,0.310636990,-0.042012438,1.201125351,-1.632183739,1,0
393,1784097312.618445396,1.311122179,20648751,68829.170000000,0.304988872,-0.041282675,1.195899039,-1.694435422,1,0
394,1784097312.622025013,1.314701796,20648752,68829.173333333,0.299485523,-0.040427515,1.190527693,-1.651004524,1,0
395,1784097312.625717402,1.318394184,20648753,68829.176666667,0.294233057,-0.039495946,1.184927697,-1.575739922,1,0
396,1784097312.628657103,1.321333885,20648754,68829.180000000,0.288987845,-0.038855545,1.179353858,-1.573563493,1,0
397,1784097312.631985188,1.324661970,20648755,68829.183333333,0.283424443,-0.038403627,1.173888396,-1.669020552,1,0
398,1784097312.635100603,1.327777386,20648756,68829.186666667,0.277877234,-0.037841528,1.168240880,-1.664162800,1,0
399,1784097312.638622761,1.331299543,20648757,68829.190000000,0.272340233,-0.037128801,1.162194363,-1.661100325,1,0
400,1784097312.642213345,1.334890127,20648758,68829.193333333,0.266921738,-0.036332864,1.155930633,-1.625548501,1,0
401,1784097312.645239830,1.337916613,20648759,68829.196666667,0.261548497,-0.035721834,1.149564247,-1.611972236,1,0
402,1784097312.648454666,1.341131449,20648760,68829.200000000,0.256082406,-0.035182726,1.143200231,-1.639827231,1,0
403,1784097312.651853085,1.344529867,20648761,68829.203333333,0.250813269,-0.034532708,1.136505298,-1.580741227,1,0
404,1784097312.655339241,1.348016024,20648762,68829.206666667,0.245792021,-0.033819802,1.129606632,-1.506374396,1,0
405,1784097312.658840418,1.351517200,20648763,68829.210000000,0.240770470,-0.033065161,1.122798884,-1.506465288,1,0
406,1784097312.661936045,1.354612827,20648764,68829.213333333,0.235771902,-0.032221968,1.115922287,-1.499570405,1,0
407,1784097312.665153265,1.357830048,20648765,68829.216666667,0.230730918,-0.031322208,1.109021288,-1.512295236,1,0
408,1784097312.668521643,1.361198425,20648766,68829.220000000,0.225679937,-0.030506410,1.102104821,-1.515294092,1,0
409,1784097312.672112703,1.364789486,20648767,68829.223333333,0.220652027,-0.029719054,1.095234591,-1.508373266,1,0
410,1784097312.675557375,1.368234158,20648768,68829.226666667,0.215478105,-0.029241106,1.088420432,-1.552176510,1,0
411,1784097312.678586721,1.371263504,20648769,68829.230000000,0.210229529,-0.028921429,1.081393388,-1.574572777,1,0
412,1784097312.681861639,1.374538422,20648770,68829.233333333,0.205130772,-0.028467058,1.074039294,-1.529627154,1,0
413,1784097312.685139179,1.377815962,20648771,68829.236666667,0.199909957,-0.027910095,1.066925801,-1.566244338,1,0
414,1784097312.688763857,1.381440639,20648772,68829.240000000,0.194753821,-0.027179880,1.059529451,-1.546840952,1,0
415,1784097312.692204714,1.384881496,20648773,68829.243333333,0.189707191,-0.026496447,1.051720439,-1.513989041,1,0
416,1784097312.695298195,1.387974977,20648774,68829.246666667,0.184461499,-0.025890016,1.044143336,-1.573707518,1,0
417,1784097312.698469400,1.391146183,20648775,68829.250000000,0.179135896,-0.025182962,1.036483191,-1.597680966,1,0
418,1784097312.701740503,1.394417286,20648776,68829.253333333,0.174014152,-0.024071318,1.028495653,-1.536523022,1,0
419,1784097312.705469370,1.398146152,20648777,68829.256666667,0.169000272,-0.023380174,1.020545781,-1.504164215,1,0
420,1784097312.708546638,1.401223421,20648778,68829.260000000,0.163678092,-0.022925233,1.012614816,-1.596653825,1,0
421,1784097312.711723089,1.404399872,20648779,68829.263333333,0.158316123,-0.022402289,1.004668616,-1.608590724,1,0
422,1784097312.715116501,1.407793283,20648780,68829.266666667,0.153015850,-0.021680783,0.996270314,-1.590081970,1,0
423,1784097312.718614340,1.411291122,20648781,68829.270000000,0.147788089,-0.020877901,0.987684974,-1.568328183,1,0
424,1784097312.721978426,1.414655209,20648782,68829.273333333,0.142707157,-0.020202022,0.978909242,-1.524279783,1,0
425,1784097312.725353241,1.418030024,20648783,68829.276666667,0.137407742,-0.019688742,0.969950330,-1.589824335,1,0
426,1784097312.728586674,1.421263456,20648784,68829.280000000,0.132311299,-0.019098478,0.961023499,-1.528933050,1,0
427,1784097312.731791735,1.424468517,20648785,68829.283333333,0.127486434,-0.018401780,0.951771820,-1.447459399,1,0
428,1784097312.735064507,1.427741289,20648786,68829.286666667,0.122781757,-0.017815324,0.942814762,-1.411403093,1,0
429,1784097312.738785505,1.431462288,20648787,68829.290000000,0.117956865,-0.017075704,0.933436883,-1.447467585,1,0
430,1784097312.741871834,1.434548616,20648788,68829.293333333,0.113189476,-0.016191831,0.924198670,-1.430216708,1,0
431,1784097312.745060921,1.437737703,20648789,68829.296666667,0.108439079,-0.015340849,0.914875310,-1.425119183,1,0
432,1784097312.748386145,1.441062927,20648790,68829.300000000,0.103650986,-0.014532007,0.905775787,-1.436427727,1,0
433,1784097312.751703262,1.444380045,20648791,68829.303333333,0.098883287,-0.013785008,0.896611725,-1.430309880,1,0
434,1784097312.755293369,1.447970152,20648792,68829.306666667,0.093784438,-0.013421647,0.887083325,-1.529654524,1,0
435,1784097312.758695364,1.451372147,20648793,68829.310000000,0.088758462,-0.012994399,0.877359681,-1.507792780,1,0
436,1784097312.761784315,1.454461098,20648794,68829.313333333,0.083927458,-0.012433050,0.867755069,-1.449301341,1,0
437,1784097312.765235424,1.457912207,20648795,68829.316666667,0.078997600,-0.011750641,0.858079687,-1.478957318,1,0
438,1784097312.768429756,1.461106539,20648796,68829.320000000,0.074160612,-0.010981021,0.847905269,-1.451096471,1,0
439,1784097312.772067547,1.464744329,20648797,68829.323333333,0.069146545,-0.010275817,0.837741765,-1.504220183,1,0
440,1784097312.775424242,1.468101025,20648798,68829.326666667,0.064084571,-0.009325814,0.827439837,-1.518592223,1,0
441,1784097312.778562784,1.471239567,20648799,68829.330000000,0.059325054,-0.008503930,0.817291118,-1.427854951,1,0
442,1784097312.781802654,1.474479437,20648800,68829.333333333,0.054708621,-0.007974406,0.807350663,-1.384929875,1,0
443,1784097312.785098076,1.477774858,20648801,68829.336666667,0.049441158,-0.007222125,0.796853753,-1.580239097,1,0
444,1784097312.789036274,1.481713057,20648802,68829.340000000,0.044359906,-0.006716259,0.786704233,-1.524375341,1,0
445,1784097312.792056561,1.484733343,20648803,68829.343333333,0.039381380,-0.005801466,0.775712346,-1.493557791,1,0
446,1784097312.795277357,1.487954140,20648804,68829.346666667,0.034336254,-0.004959116,0.764836000,-1.513537850,1,0
447,1784097312.798632622,1.491309404,20648805,68829.350000000,0.029280280,-0.004449764,0.769565260,-1.516792237,1,0
448,1784097312.801748037,1.494424820,20648806,68829.353333333,0.024215438,-0.004142058,0.778560687,-1.519452738,1,0
449,1784097312.805365324,1.498042107,20648807,68829.356666667,0.019282211,-0.003981066,0.787879630,-1.479968079,1,0
450,1784097312.808882236,1.501559019,20648808,68829.360000000,0.014521865,-0.003469917,0.796498376,-1.428103720,1,0
451,1784097312.811978579,1.504655361,20648809,68829.363333333,0.010054798,-0.003002457,0.805097554,-1.340119999,1,0
452,1784097312.815167427,1.507844210,20648810,68829.366666667,0.005170774,-0.002694327,0.813533987,-1.465207341,1,0
453,1784097312.818368673,1.511045456,20648811,68829.370000000,0.000352384,-0.002184183,0.822156205,-1.445516983,1,0
454,1784097312.822010517,1.514687300,20648812,68829.373333333,-0.004640108,-0.001804340,0.831175476,-1.497747715,1,0
455,1784097312.825442314,1.518119097,20648813,68829.376666667,-0.009386332,-0.001175514,0.839813619,-1.423867193,1,0
456,1784097312.828746557,1.521423340,20648814,68829.380000000,-0.014313884,-0.000577342,0.848321284,-1.478265532,1,0
457,1784097312.831833839,1.524510622,20648815,68829.383333333,-0.019172919,-0.000181440,0.856734425,-1.457710528,1,0
458,1784097312.835033417,1.527710199,20648816,68829.386666667,-0.024004166,-0.000097802,0.865337749,-1.449373876,1,0
459,1784097312.838771343,1.531448126,20648817,68829.390000000,-0.028995992,-0.000115068,0.873187769,-1.497547949,1,0
460,1784097312.842056274,1.534733057,20648818,68829.393333333,-0.034085092,0.000158636,0.880873313,-1.526729924,1,0
461,1784097312.845534801,1.538211584,20648819,68829.396666667,-0.038993826,0.000640886,0.889015889,-1.472620405,1,0
462,1784097312.848552942,1.541229725,20648820,68829.400000000,-0.043822850,0.001120808,0.896719845,-1.448707222,1,0
463,1784097312.851734161,1.544410944,20648821,68829.403333333,-0.048687479,0.001621648,0.904073420,-1.459388606,1,0
464,1784097312.855329514,1.548006296,20648822,68829.406666667,-0.053848285,0.002078047,0.911753914,-1.548241785,1,0
465,1784097312.859223366,1.551900148,20648823,68829.410000000,-0.058913736,0.002764616,0.919377532,-1.519635260,1,0
466,1784097312.861848116,1.554524899,20648824,68829.413333333,-0.063750678,0.003459192,0.926626437,-1.451082669,1,0
467,1784097312.865035057,1.557711840,20648825,68829.416666667,-0.068575307,0.003730626,0.933529957,-1.447388641,1,0
468,1784097312.868331194,1.561007977,20648826,68829.420000000,-0.073675035,0.003965210,0.940886701,-1.529918535,1,0
469,1784097312.872148514,1.564825296,20648827,68829.423333333,-0.079023729,0.004340129,0.947946583,-1.604608179,1,0
470,1784097312.875538111,1.568214893,20648828,68829.426666667,-0.084094625,0.004715715,0.954587069,-1.521268694,1,0
471,1784097312.878534794,1.571211576,20648829,68829.430000000,-0.089151827,0.005200543,0.961042658,-1.517160456,1,0
472,1784097312.881775856,1.574452639,20648830,68829.433333333,-0.094324332,0.005590522,0.967506500,-1.551751717,1,0
473,1784097312.885054111,1.577730894,20648831,68829.436666667,-0.099114858,0.005882686,0.973834535,-1.437157699,1,0
474,1784097312.888783932,1.581460714,20648832,68829.440000000,-0.104157027,0.006156551,0.980071153,-1.512650662,1,0
475,1784097312.892295837,1.584972620,20648833,68829.443333333,-0.109095207,0.006610923,0.985821465,-1.481454187,1,0
476,1784097312.895280600,1.587957382,20648834,68829.446666667,-0.113854853,0.006968212,0.991439572,-1.427893593,1,0
477,1784097312.898427486,1.591104269,20648835,68829.450000000,-0.118239067,0.007307426,0.997056607,-1.315264358,1,0
478,1784097312.901733160,1.594409943,20648836,68829.453333333,-0.122564408,0.007835891,1.002579458,-1.297602097,1,0
479,1784097312.905355930,1.598032713,20648837,68829.456666667,-0.129369252,0.008053371,1.008211900,-2.041453281,1,0
480,1784097312.908935070,1.601611853,20648838,68829.460000000,-0.134301589,0.008608452,1.013814116,-1.479701231,1,0
481,1784097312.911906481,1.604583263,20648839,68829.463333333,-0.139148573,0.009258522,1.019305679,-1.454094986,1,0
482,1784097312.915112019,1.607788801,20648840,68829.466666667,-0.143586657,0.009731776,1.024762898,-1.331425350,1,0
483,1784097312.918382883,1.611059666,20648841,68829.470000000,-0.148853968,0.010005716,1.030106136,-1.580193344,1,0
484,1784097312.921967268,1.614644051,20648842,68829.473333333,-0.153467449,0.010099529,1.035462843,-1.384044186,1,0
485,1784097312.925426483,1.618103266,20648843,68829.476666667,-0.157863724,0.010288780,1.040449651,-1.318882391,1,0
