host_time_s,elapsed_s,row_index,frame_number,vicon_frame_number,vicon_time_s,publish_time_us,channel,name,ball_valid,ball_occluded,ball_x_m,ball_y_m,ball_z_m,ball_qx,ball_qy,ball_qz,ball_qw,base_valid,base_x_m,base_y_m,base_z_m,base_qx,base_qy,base_qz,base_qw
1782488695.206291437,0.126564026,37,64025124,64025124,213417.080000000,1782488695206067,vicon_state_data,ball,1,0,-0.756086198,-0.432231937,0.839401297,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.210518122,0.130790710,38,64025125,64025125,213417.083333333,1782488695210303,vicon_state_data,ball,1,0,-0.756042874,-0.432285647,0.839358934,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.213114977,0.133387566,39,64025126,64025126,213417.086666667,1782488695212904,vicon_state_data,ball,1,0,-0.756125226,-0.432234744,0.839473378,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.216296673,0.136569262,40,64025127,64025127,213417.090000000,1782488695216082,vicon_state_data,ball,1,0,-0.756095019,-0.432206028,0.839411793,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.219456673,0.139729261,41,64025128,64025128,213417.093333333,1782488695219307,vicon_state_data,ball,1,0,-0.756080203,-0.432282387,0.839460765,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.222799063,0.143071651,42,64025129,64025129,213417.096666667,1782488695222586,vicon_state_data,ball,1,0,-0.756046823,-0.432234135,0.839411175,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.226385832,0.146658421,43,64025130,64025130,213417.100000000,1782488695226277,vicon_state_data,ball,1,0,-0.756106514,-0.432219635,0.839449309,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.229576111,0.149848700,44,64025131,64025131,213417.103333333,1782488695229467,vicon_state_data,ball,1,0,-0.756106088,-0.432239466,0.839436427,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.232676268,0.152948856,45,64025132,64025132,213417.106666667,1782488695232582,vicon_state_data,ball,1,0,-0.756056001,-0.432277247,0.839418835,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.236069441,0.156342030,46,64025133,64025133,213417.110000000,1782488695235996,vicon_state_data,ball,1,0,-0.756081396,-0.432255548,0.839432773,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.239467382,0.159739971,47,64025134,64025134,213417.113333333,1782488695239409,vicon_state_data,ball,1,0,-0.756056650,-0.432257093,0.839386504,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.242857695,0.163130283,48,64025135,64025135,213417.116666667,1782488695242804,vicon_state_data,ball,1,0,-0.756036260,-0.432264901,0.839403898,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.246099710,0.166372299,49,64025136,64025136,213417.120000000,1782488695246054,vicon_state_data,ball,1,0,-0.756042558,-0.432231369,0.839397831,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.249314547,0.169587135,50,64025137,64025137,213417.123333333,1782488695249253,vicon_state_data,ball,1,0,-0.756072864,-0.432280773,0.839420680,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.252677679,0.172950268,51,64025138,64025138,213417.126666667,1782488695252607,vicon_state_data,ball,1,0,-0.756112365,-0.432180132,0.839441020,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.255957603,0.176230192,52,64025139,64025139,213417.130000000,1782488695255873,vicon_state_data,ball,1,0,-0.756075853,-0.432311931,0.839468309,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.259810925,0.180083513,53,64025140,64025140,213417.133333333,1782488695259646,vicon_state_data,ball,1,0,-0.756055386,-0.432230238,0.839391374,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.263128042,0.183400631,54,64025141,64025141,213417.136666667,1782488695263010,vicon_state_data,ball,1,0,-0.756028685,-0.432256941,0.839397115,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.266180754,0.186453342,55,64025142,64025142,213417.140000000,1782488695266037,vicon_state_data,ball,1,0,-0.756052135,-0.432245421,0.839400739,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.269436359,0.189708948,56,64025143,64025143,213417.143333333,1782488695269337,vicon_state_data,ball,1,0,-0.756029765,-0.432268865,0.839411875,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.272784472,0.193057060,57,64025144,64025144,213417.146666667,1782488695272683,vicon_state_data,ball,1,0,-0.756091374,-0.432210471,0.839446208,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.276196241,0.196468830,58,64025145,64025145,213417.150000000,1782488695276028,vicon_state_data,ball,1,0,-0.756080271,-0.432169622,0.839409257,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.279892206,0.200164795,59,64025146,64025146,213417.153333333,1782488695279772,vicon_state_data,ball,1,0,-0.756034906,-0.432294548,0.839424632,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
1782488695.282944918,0.203217506,60,64025147,64025147,213417.156666667,1782488695282850,vicon_state_data,ball,1,0,-0.756013502,-0.432319844,0.839397154,0.000000000,0.000000000,0.000000000,1.000000000,1,-0.821942291,-0.460310812,0.819489080,0.000000000,0.000000000,0.000000000,1.000000000
